Population,Birth rate,Death rate,Life expectancy,GDP per capita,GDP,Density,Year,Years ahead,Target_Growth_Rate
245453,32.262,5.526,69.123,2966.86,700804000.0,19.3774,2010,5,12.623598000431855
55228410,19.222,5.707,70.248,1508.94,85343100000.0,110.705,1990,10,14.192320582830467
429978,35.569,5.561,67.442,1054.39,435104000.0,14.7431,2000,10,25.679453367381587
9893316,17.297,5.53,73.172,2211.83,21473200000.0,62.4894,2000,10,10.125492807467182
1804524,38.282,5.483,67.18,6448.13,11685000000.0,5.85512,1990,10,29.909771219446235
65712,19.571,7.059,73.468,12307.3,764887000.0,345.272,1990,10,35.59319454589725
15529181,46.379,12.481,55.251,709.582,10678700000.0,12.3336,2010,5,16.63787678178263
16187124,49.564,11.24,57.881,442.543,7265320000.0,28.8456,1980,10,43.09069974382108
7328445,21.8,5.2,81.6024,30659.1,234000000000.0,352.292,2010,5,9.269810989916689
1153704252,21.06,6.67,69.145,317.885,361000000000.0,120.916,1990,10,9.568727584094923
8190337,14.5,5.8,66.763,655.097,5272620000.0,97.4348,2000,10,12.781708493801903
22109099,30.677,7.05,66.165,1196.59,26410400000.0,17.2433,1990,10,20.558684910678632
8450933,25.02,4.534,73.317,1891.16,15729600000.0,74.3361,2010,5,9.981998437332305
517418,29.217,3.386,72.39,8528.98,4229790000.0,718.741,1990,10,37.49850217812291
379918,37.291,8.859,62.911,747.151,274900000.0,2.35853,1970,10,-1.2650098179080749
3955072,20.0,5.1,71.3865,960.032,3800770000.0,3881.37,1970,10,25.877455581086767
94636700,25.024,5.623,69.823,2124.06,200000000000.0,315.145,2010,5,8.870411795846643
17100,,,,,,67.55,1980,10,52.2046783625731
3292224,16.329,9.417,74.731,6875.02,22823300000.0,18.9678,2000,10,1.8354461907816724
5367179,31.215,8.103,64.0,914.131,4817540000.0,254.347,1990,10,11.017016574256235
365392,15.2,7.8,76.7861,7191.92,2547160000.0,1106.78,1990,10,9.2558129351491
47403,,,,15643.6,766785000.0,188.523,2010,5,0.8164040250617048
35540990,39.992,14.993,52.286,489.93,17087000000.0,45.3157,1970,10,24.05132496309191
4779418,13.2,9.3,73.44,11232.3,53685000000.0,15.6917,1980,10,4.33372849999728
10309031,34.576,7.31,63.433,576.049,5783150000.0,406.945,2010,5,12.939412055313444
35521429,19.6,9.8,70.0976,,,116.145,1980,10,7.158568986624947
621442,16.487,7.159,74.627,,,45.0834,1990,10,1.9120046601291834
16187124,49.564,11.24,57.881,442.543,7265320000.0,28.8456,1980,10,43.09069974382108
21120042,37.395,12.58,52.964,1211.93,24884500000.0,64.569,2010,5,11.726771187292147
6029700,50.619,23.872,40.914,,,4.72477,1970,10,38.15027281622634
3158253,27.394,3.947,75.654,1831.0,5711690000.0,61.0935,1990,10,25.993484372531267
5855734,23.558,5.063,72.428,1503.87,8758620000.0,48.3968,2010,5,7.562911839916225
196353492,15.327,6.045,73.619,11286.2,2210000000000.0,23.4159,2010,5,4.4993918417300165
21090886,41.809,12.045,55.5,483.953,12408600000.0,,1990,10,24.692594706547652
72951439,46.94,19.408,45.333,874.402,64201800000.0,80.6171,1980,10,30.517311659883777
6260,,,,,,,1970,10,95.57507987220447
4669708,56.948,28.442,35.883,144.085,649917000.0,3.56094,1970,10,32.19621012705719
15446982,40.038,10.933,56.776,398.637,5889170000.0,64.9261,1990,10,27.309671235455575
1657982,45.254,17.768,46.654,,,17.1625,1980,10,29.673301640186683
69481,23.0,8.6,,2860.43,201428730.0,93.892,1990,10,-1.633540104488997
8097691,9.0,14.1,71.6634,1609.88,13153000000.0,73.8513,2000,10,-6.241507610008829
6319113,11.7,9.4,75.4593,18832.2,119000000000.0,159.872,1980,10,6.212580784676583
38597353,10.9,9.9,76.2463,12599.5,479000000000.0,124.209,2010,5,-0.11453376090324122
148391139,21.107,5.734,69.881,781.154,115000000000.0,1133.71,2010,5,6.360798268419518
10270060,14.9,13.2,70.278,,,133.353,1980,10,0.30313357468213425
19616530,38.458,12.839,54.404,191.879,3627560000.0,132.206,1990,10,25.197983537353448
13037686,18.3,8.4,73.5856,2927.07,38164700000.0,386.212,1970,10,8.38109615463971
4265172,12.063,11.68,69.902,749.896,3057420000.0,71.3309,2000,10,-10.042760291964779
68346,,,,4787.78,333469000.0,92.8667,2000,10,0.5984256576829661
38597353,10.9,9.9,76.2463,12599.5,479000000000.0,124.209,2010,5,-0.11453376090324122
182589,35.862,5.408,71.242,2197.19,412086000.0,8.22236,1990,10,31.66510578402861
8440023,25.975,6.275,68.792,1491.12,12290600000.0,53.0542,1990,10,17.21906445041678
4325388,46.558,25.386,38.563,150.389,649645000.0,59.8471,1990,10,5.980480826228769
10270728,39.713,11.002,56.861,672.424,6853470000.0,41.4788,2010,5,13.195461899098095
2201432,37.898,11.824,58.472,,,4.67128,1970,10,30.047305572009492
138263,25.615,4.709,71.925,,,241.633,1990,10,15.857460058005396
905169,22.292,8.007,66.655,3652.53,3140510000.0,47.0617,2010,5,1.3291440603909326
4320642,21.119,4.621,74.507,4491.64,17260400000.0,375.638,2000,10,15.626335160376629
160188,21.936,4.544,75.011,,,287.646,2000,10,2.9446650186031413
5008035,39.833,12.756,53.491,302.206,1488190000.0,90.5387,2000,10,31.226219465319232
780430,28.888,6.557,65.379,1835.13,1337020000.0,39.8781,1990,10,6.673116102661353
244016173,20.795,6.653,69.205,3122.36,755000000000.0,133.494,2010,5,6.178195819831991
832509,24.738,6.939,65.687,2076.57,1684110000.0,44.39,2000,10,8.727833572970383
2953750,19.213,9.963,70.256,3485.99,10163000000.0,16.6575,1980,10,5.527278882776132
248083732,16.7,8.6,75.2146,23888.6,5960000000000.0,27.2545,1990,10,13.831951705724904
2400729,17.6,4.9,72.1902,4928.14,11896300000.0,3602.9,1980,10,25.887136782202408
26654439,23.328,5.485,71.111,1955.59,51744700000.0,20.6718,2000,10,9.661178762756927
2913399,12.001,6.841,76.562,4094.36,11927000000.0,106.315,2010,5,-1.061234660957871
40741651,9.8,8.9,78.9659,14676.7,595000000000.0,81.2983,2000,10,14.312431766694973
39215135,22.256,5.189,72.945,2520.48,99886600000.0,35.7188,2000,10,14.282681928801214
56966397,9.5,9.8,79.778,20051.2,1140000000000.0,193.608,2000,10,5.013574932604567
3210147,17.7,8.9,70.8044,,,50.0908,1970,10,9.689867784870911
261426,16.7,4.8,77.2591,,,13.6625,2010,5,8.26467145578481
3720278,35.465,8.811,62.81,865.789,3189540000.0,7.8394,1990,10,22.816950776259194
1932169,48.652,19.725,46.053,,,19.238,1980,10,14.36530655444736
37070774,19.499,7.845,73.576,7708.1,284000000000.0,13.4728,2000,10,10.869341438622241
1272748,46.683,20.733,43.156,,,12.9797,1970,10,30.26789278003187
39658,15.398,3.40796,,,,176.262,2000,10,36.350799334308334
26027,18.6085,4.0635,,,,105.467,1990,10,52.37253621239481
242351,45.509,19.293,45.642,,,123.618,1970,10,35.47623075621722
9084780,38.984,8.538,62.261,825.807,7650130000.0,86.4484,1990,10,29.181928456165146
67031867,43.728,14.024,51.941,124.461,8242390000.0,66.2248,2000,10,33.12741386123111
5736088,39.193,16.019,50.349,811.285,4526920000.0,5.15087,1980,10,23.71138657565923
13792086,41.194,10.051,55.655,1489.46,20265600000.0,18.3026,2010,5,17.808357633500833
16216431,41.275,10.199,58.485,245.939,3877670000.0,27.1122,2000,10,34.006385252094
14363532,25.502,6.512,66.56,785.502,11242300000.0,81.0798,2010,5,7.33796534167223
97873442,23.85,4.737,74.34,7157.81,708000000000.0,50.8757,2000,10,14.977463447132063
10300626,11.7,10.2,76.3146,11502.4,118000000000.0,112.458,2000,10,2.7937622431879383
41517895,35.128,7.467,60.959,951.688,40000100000.0,73.8495,2010,5,12.846491856102048
4972609,48.107,23.444,41.3,,,19.8251,1980,10,27.78292039450518
11105791,13.069,7.165,76.699,2747.1,30565400000.0,103.598,2000,10,1.6624299881026035
431119,42.558,11.508,56.677,1043.8,429622000.0,221.168,1990,10,24.503443364825024
10256483,9.4,13.5,68.9122,1276.29,12736900000.0,49.1994,2000,10,-5.119259691650637
27284112,39.927,16.526,48.796,,,41.7252,1970,10,22.656661869735764
115228394,39.973,14.308,52.553,79.7145,9150680000.0,63.3667,1970,10,28.594256030332243
11894727,46.603,14.598,50.89,891.699,10657700000.0,9.49185,2010,5,18.878508098588558
11709,,,,,,12.7484,1990,10,60.081988214194205
12243,,,,,,,1980,10,127.43608592665197
30683313,10.7,7.1,79.1366,24190.2,742000000000.0,3.37446,2000,10,10.690172211846875
58230,,,,,,289.105,2000,10,-5.806285419886657
143242599,12.5,14.2,68.8412,10675.0,1520000000000.0,8.72263,2010,5,0.9953673069000933
28189672,39.829,8.25,61.028,543.303,15856600000.0,44.7041,2010,5,19.73711152084352
118156,39.12,9.052,59.961,981.195,113423000.0,9.48294,1980,10,27.697281559971564
1264099069,14.03,6.45,71.397,959.372,1210000000000.0,134.492,2000,10,6.65235036258064
53569,11.9,,,18878.5,1029050000.0,115.977,1990,10,23.386660195262184
1998630,30.952,16.21,47.691,436.488,887295000.0,66.9567,2000,10,1.206676573452815
34945469,48.97,21.337,43.747,,,35.1417,1980,10,37.00795659660484
13562371,42.219,13.678,54.174,552.18,7432220000.0,10.5155,1970,10,28.977492209879824
1901570,15.7,9.9,71.1049,,,94.4049,1980,10,4.441277470721562
3875947,41.585,11.973,55.887,431.45,1628430000.0,69.3935,1990,10,29.20803612639698
2778557,47.711,28.547,36.098,158.261,434410000.0,38.0284,1970,10,21.195174329697032
118007,36.16,5.208,68.156,2755.73,301791000.0,9.43273,1970,10,135.11317125255283
3744608,24.3,6.7,73.8756,6222.11,24129300000.0,179.205,1980,10,28.271210230817218
2392880,32.518,11.43,55.273,308.134,706371000.0,22.6972,2000,10,31.545543445555147
56326328,13.4,11.7,73.6756,10032.1,565000000000.0,232.771,1980,10,1.569628327271751
22019168,13.7,6.5,81.6951,52022.1,1150000000000.0,2.86786,2010,5,8.179546111824026
12026649,44.162,12.869,53.99,,,19.1983,2010,5,14.445062793468072
7096194,35.336,12.597,56.099,709.06,4867580000.0,6.33697,1990,10,21.088234058989933
115228394,39.973,14.308,52.553,79.7145,9150680000.0,63.3667,1970,10,28.594256030332243
63447,11.8,7.3,79.2885,88207.3,5744410000.0,1206.0,2010,5,-0.4775639510142323
1986024,11.2,9.3,73.2049,9073.71,18130700000.0,99.2136,1990,10,-0.08484288205983413
59822450,9.5,9.9,82.0366,35849.4,2130000000000.0,201.528,2010,5,0.6861236876791238
6354145,48.103,17.384,49.987,419.789,2666620000.0,25.8517,1990,10,31.20517394551116
56351,15.3,9.0,70.8571,43988.3,2503160000.0,0.138641,2010,5,-0.8092136785505138
8948162,46.21,17.026,49.005,463.731,4042140000.0,14.9887,1980,10,32.79556181481739
19297659,46.455,15.549,50.288,,,20.9283,1980,10,35.79891737127286
29411929,22.123,3.464,73.917,19262.5,528000000000.0,12.756,2010,5,11.348861205261308
2943356,19.61,2.404,74.358,38577.4,115000000000.0,167.895,2010,5,32.798852738166914
88300,31.779,5.679,65.662,,,155.328,1970,10,24.899207248018122
89237791,35.861,8.441,61.627,341.554,29933800000.0,87.64,2010,5,14.830156430026378
754467,43.044,14.537,52.669,,,0.99293,1970,10,29.36205294598703
150882,36.084,7.117,64.721,1080.67,158397000.0,12.024,1990,10,27.30080460227197
5508297,33.993,9.546,59.265,602.187,3521340000.0,12.9126,2000,10,37.669936824394185
1937275,40.881,9.014,59.637,530.788,951806000.0,177.193,2010,5,16.304241782916726
2022747,29.042,19.325,45.1,1183.42,2361610000.0,65.7306,2010,5,4.734848203952348
30489,,,,,,897.618,2000,10,8.347272786906753
9986825,9.0,13.0,74.2073,13092.2,131000000000.0,110.461,2010,5,-1.4276709564851693
1331535,11.9,11.9,75.4293,14638.6,19490900000.0,31.4101,2010,5,-1.2675596210388762
88300,31.779,5.679,65.662,,,155.328,1970,10,24.899207248018122
172833,45.365,11.816,56.203,,,5.72526,1970,10,35.19871783745002
12243,,,,,,,1980,10,127.43608592665197
11366,,,,,,,1970,10,7.795178602850607
49390988,19.782,8.858,63.525,979.052,49540800000.0,77.4589,2010,5,4.237536208022403
948237,13.2,6.847,78.009,14388.3,9985840000.0,102.088,2000,10,19.135406021912242
277450,35.107,3.247,72.869,35008.8,7829090000.0,19.262,1980,10,59.190845197332855
2408787,37.323,7.367,65.368,240.27,594611000.0,6.22895,1970,10,27.82001895559881
1215930,17.0,6.7,71.6634,3929.08,4663310000.0,584.667,2000,10,5.543082249800564
11430520,44.824,14.072,53.362,946.646,11151600000.0,24.9203,1990,10,32.028936566315444
148599,26.2,7.2,66.5695,8443.11,1182460000.0,7.66138,1980,10,19.29017018957059
8010428,9.8,9.6,78.1268,24564.5,197000000000.0,97.0158,2000,10,4.399278041073461
16799670,41.069,14.989,49.635,651.306,10717000000.0,51.7442,2000,10,25.717005155458413
5363271,11.4,9.5,79.8707,46202.4,248000000000.0,17.6484,2010,5,2.1664018096419144
9182,,,,990.065,8824450.0,297.1,1990,10,4.9662382923110435
3147727,36.25,8.764,62.193,667.744,2117040000.0,31.3904,2010,5,6.1085030563323945
8259137,50.941,17.732,47.713,165.763,1385060000.0,6.63568,2000,10,44.0190058598132
6319199,46.147,10.967,58.814,337.04,2140380000.0,34.5551,1970,10,40.824082292708304
31988,,,,,,,1980,10,43.9508565712142
2489059,41.227,17.912,45.916,231.947,645537000.0,6.14565,1970,10,24.737420848601822
47878073,47.479,18.141,47.099,254.243,12175200000.0,47.8879,1990,10,40.00535694074404
5755800,34.088,7.818,62.861,1164.95,6761300000.0,120.139,1980,10,23.857743493519582
170935,13.08,6.577,74.852,8037.47,1399200000.0,285.385,2010,5,2.7425629625296164
4475871,41.757,10.735,58.093,330.132,1485500000.0,93.1426,1970,10,28.596199488323055
3419461,36.502,8.33,62.527,1241.43,4337790000.0,3.39012,2010,5,15.404737764226583
37491666,15.2,7.7,75.3493,6191.71,232000000000.0,75.0619,1980,10,3.7294234937439166
6106191,46.772,15.057,52.703,921.346,5377330000.0,2.71499,1970,10,66.58027893329901
107432,18.444,7.143,72.648,5057.17,520044000.0,302.45,2000,10,6.1499367041477395
29229572,20.621,5.299,74.41,5082.35,148000000000.0,22.6779,2010,5,5.07120323212396
5508297,33.993,9.546,59.265,602.187,3521340000.0,12.9126,2000,10,37.669936824394185
5768613,22.492,5.408,72.653,4355.93,27216000000.0,15.7262,2010,5,7.095934499332855
1901570,15.7,9.9,71.1049,,,94.4049,1980,10,4.441277470721562
988890,26.789,7.462,64.7,869.351,821850000.0,184.281,1970,10,14.05232128952664
118007,36.16,5.208,68.156,2755.73,301791000.0,9.43273,1970,10,135.11317125255283
9809107,16.278,5.927,73.794,2021.72,19912900000.0,91.7082,1980,10,8.334836188452222
2534377,22.694,6.203,70.144,,,88.6922,1970,10,23.703892514807386
6354145,48.103,17.384,49.987,419.789,2666620000.0,25.8517,1990,10,31.20517394551116
364563,40.828,8.483,64.676,908.096,306891000.0,83.8586,1990,10,25.698713253950622
143714,39.589,9.054,61.365,,,148.19,2000,10,26.736434863687602
13037686,18.3,8.4,73.5856,2927.07,38164700000.0,386.212,1970,10,8.38109615463971
1348191368,11.9,7.11,74.409,4550.45,6090000000000.0,142.488,2010,5,3.3766779020053774
106142,14.8,6.6,77.9659,40043.2,4339000000.0,309.594,2010,5,-3.1457858340713387
315414,17.6,10.1,71.3053,828.422,250722000.0,945.781,1970,10,5.7616339160595285
4312834,51.038,18.951,46.852,221.232,919727000.0,161.889,1980,10,27.150569671821362
3182021,16.436,5.914,73.955,1126.68,3480360000.0,112.738,2000,10,-8.441867605524916
45110527,40.249,9.212,58.584,743.404,32014200000.0,50.0638,2010,5,16.475746337434718
11239101,48.784,18.292,48.069,269.871,2954130000.0,8.9711,2000,10,38.17102453301203
711442,21.722,2.835,74.44,13636.4,9062910000.0,936.072,2000,10,70.58945072121129
16307654,31.363,3.719,73.11,1177.63,19325900000.0,89.2962,2000,10,36.97594393405698
3521206,15.2,10.5,70.4822,,,54.4544,1980,10,7.515635268143926
4059195,33.489,6.11,68.545,1376.16,5812110000.0,10.6303,1990,10,26.227466283339428
20579100,33.7,6.1,66.481,651.419,13360600000.0,48.2134,1990,10,21.120719564995554
1213645,16.547,2.327,76.057,20722.1,25713300000.0,1628.43,2010,5,12.235620795207824
11865246,42.761,13.691,52.277,402.061,4445230000.0,48.5898,1980,10,30.18678247378942
442865,49.959,17.494,48.128,260.028,112138000.0,25.0728,1970,10,35.157214952637936
105416839,18.7,6.9,71.9502,2037.56,213000000000.0,284.551,1970,10,11.580082571058691
587207,27.066,8.838,60.884,743.05,439158000.0,14.8498,2000,10,20.147750282268433
2209731,45.364,19.403,46.046,,,21.5522,1990,10,31.021558732714528
48410,13.2,7.2,80.5878,48530.2,2320420000.0,34.2507,2010,5,0.8386696963437307
2907307,26.1,7.1,71.2134,2366.62,7038330000.0,137.431,1970,10,28.799882502948606
3979193,19.335,3.959,77.452,3772.87,14949500000.0,77.6023,2000,10,16.16053807895219
35791728,37.846,10.072,59.385,192.128,7086540000.0,72.1966,1970,10,27.788613614855368
2572037,14.1,12.8,68.8085,,,40.3836,1980,10,4.56268708420602
19678444,37.907,11.132,57.56,1078.84,21728800000.0,44.7905,1980,10,24.861569339527048
138263,25.615,4.709,71.925,,,241.633,1990,10,15.857460058005396
77583,41.514,12.743,55.358,,,77.6708,1970,10,25.298067875694418
28189672,39.829,8.25,61.028,543.303,15856600000.0,44.7041,2010,5,19.73711152084352
6272998,30.624,8.511,61.974,138.429,860521000.0,44.4151,2000,10,21.501377810099733
177264,25.6,5.4,70.4854,14800.0,2529310000.0,9.34896,1990,10,24.975742395523064
65290,28.9,7.0,69.5976,2329.35,147357000.0,137.524,1980,10,8.832899372032472
103090,38.786,9.061,63.667,,,170.516,1970,10,17.987195654282665
96640,25.8,5.21429,71.7001,,,284.674,1980,10,4.185637417218543
10464749,11.2,10.2,77.4244,19808.1,207000000000.0,135.609,2010,5,0.564265803221845
747116,28.24,8.289,63.287,533.536,396582000.0,3.77602,1990,10,1.597476161666997
34781986,41.741,15.968,52.146,233.014,8042200000.0,34.6716,1970,10,25.779350264818117
14130387,12.8,8.1,75.7432,13791.9,195000000000.0,419.129,1980,10,5.761774252892012
3139019,9.9,13.6,73.2683,11984.9,37120500000.0,49.4181,2010,5,-5.5830818481825055
12252,,,,,,,1980,10,24.820437479595167
333587,17.7,10.2,73.0779,3948.4,1250240000.0,989.516,1980,10,9.534244439981174
5056174,31.709,4.129,71.73,1651.62,8460420000.0,58.0518,2000,10,37.08503702602007
375112,29.799,7.468,65.575,2211.29,795000000.0,2.30461,1980,10,10.0354027597091
7182059,10.9,8.7,79.6805,37868.3,272000000000.0,181.769,2000,10,8.91632886892185
4241636,14.4,10.9,76.5373,28242.9,120000000000.0,11.6127,1990,10,5.883720338095961
10007346,11.7,10.3,73.9659,7885.39,78721600000.0,109.106,1990,10,2.9306471466061033
9893316,17.297,5.53,73.172,2211.83,21473200000.0,62.4894,2000,10,10.125492807467182
11910540,43.224,13.193,53.254,905.322,10795900000.0,37.4996,1990,10,41.04876856968701
5261305,15.1,10.3,70.9327,2395.56,12694500000.0,110.17,1990,10,2.1930870763052135
97210,41.299,10.447,59.928,,,99.7854,1980,10,23.796934471762164
325014,17.609,5.831,71.914,27097.6,8076470000.0,29.7753,2000,10,14.847975779504882
277450,35.107,3.247,72.869,35008.8,7829090000.0,19.262,1980,10,59.190845197332855
56351,15.3,9.0,70.8571,43988.3,2503160000.0,0.138641,2010,5,-0.8092136785505138
6925331,37.257,13.35,54.265,439.944,3096290000.0,255.367,1990,10,20.719500627479036
328328,45.84,15.691,50.615,689.403,212218000.0,165.411,1980,10,31.30741210009503
5703869,48.345,16.9,48.944,794.361,4435050000.0,28.9989,1980,10,32.12086392587207
2091664,27.934,9.146,60.211,6434.82,12786700000.0,3.50626,2010,5,10.207518989665644
3275333,16.494,1.869,74.327,33291.4,104000000000.0,44.1293,2000,10,158.95904324842695
373272,15.045,6.566,72.144,28443.4,10095800000.0,35.4587,2010,5,5.2039799395615
10007346,11.7,10.3,73.9659,7885.39,78721600000.0,109.106,1990,10,2.9306471466061033
4680144,14.8,10.9,70.1754,,,82.2712,1980,10,4.135834282022092
38597353,10.9,9.9,76.2463,12599.5,479000000000.0,124.209,2010,5,-0.11453376090324122
11229387,43.727,18.137,45.09,156.386,1743510000.0,118.252,2000,10,31.07057402153831
46813266,22.854,12.107,56.048,3032.43,136000000000.0,37.0687,2000,10,10.620184030740345
53569,11.9,,,18878.5,1029050000.0,115.977,1990,10,23.386660195262184
194454498,30.082,7.568,65.264,988.754,177000000000.0,232.753,2010,5,8.492886598077048
7621779,31.627,5.746,68.736,749.553,5642180000.0,53.7825,2010,5,11.838233567255099
2381791,32.326,8.091,66.067,,,224.578,1970,10,24.431656681883506
15091594,41.419,14.499,50.993,649.992,10083900000.0,32.8192,2000,10,31.715947301524277
589324,18.621,6.741,73.13,,,42.5731,1980,10,5.44997318962065
3367477,47.511,24.783,40.194,324.83,1100690000.0,46.9451,1980,10,28.44595523592292
26823,,,,40124.5,1101900000.0,457.7,2000,10,17.83916787831339
4873707,11.6,10.9,72.1705,,,85.4475,1990,10,-6.674036826588058
65712,19.571,7.059,73.468,12307.3,764887000.0,345.272,1990,10,35.59319454589725
31988,,,,,,,1980,10,43.9508565712142
9828986,12.6,11.5,73.2071,12932.9,128000000000.0,,1980,10,1.328458500195239
5755800,34.088,7.818,62.861,1164.95,6761300000.0,120.139,1980,10,23.857743493519582
1570674,14.2,12.4,69.4756,,,37.0176,1990,10,-11.065122361483033
316955,41.467,25.969,39.848,218.208,66331400.0,10.8371,1970,10,-10.8677888028269
98459,40.367,9.496,63.691,203.847,18450000.0,232.074,1970,10,9.162189337693864
24925554,21.4025,5.50084,67.156,558.227,13760500000.0,57.9464,2000,10,14.798760340492331
5396424,11.2,9.9,75.1122,16600.6,89501000000.0,112.109,2010,5,0.519232736345402
16647543,49.802,11.353,57.333,347.343,5718660000.0,12.9976,2010,5,20.907475655716883
7731,,,,,,254.567,1980,10,18.768593972319234
747116,28.24,8.289,63.287,533.536,396582000.0,3.77602,1990,10,1.597476161666997
67705186,34.809,6.899,66.553,3027.38,205000000000.0,34.8576,1980,10,20.700396569326315
16647543,49.802,11.353,57.333,347.343,5718660000.0,12.9976,2010,5,20.907475655716883
11894727,46.603,14.598,50.89,891.699,10657700000.0,9.49185,2010,5,18.878508098588558
148177096,33.425,10.592,57.995,491.58,72482300000.0,81.3923,1980,10,22.93389391299719
364563,40.828,8.483,64.676,908.096,306891000.0,83.8586,1990,10,25.698713253950622
598564,49.28,12.009,55.613,921.992,542001000.0,34.1778,1980,10,42.676639423687355
1407672,42.398,12.455,56.702,321.999,431561000.0,44.1454,1980,10,27.799444757017262
11105791,13.069,7.165,76.699,2747.1,30565400000.0,103.598,2000,10,1.6624299881026035
63447,11.8,7.3,79.2885,88207.3,5744410000.0,1206.0,2010,5,-0.4775639510142323
7776,,,,,,161.232,1980,10,261.71553497942386
9811347,45.644,11.724,58.201,330.885,3281710000.0,22.6764,1970,10,39.15896563438231
11882888,46.253,15.539,50.489,226.476,2628920000.0,42.4267,2000,10,35.630706945988216
27161567,22.692,6.815,67.611,592.401,16002700000.0,188.442,2010,5,1.6521800822463593
3078912,36.593,6.754,67.026,1398.06,4448090000.0,8.00812,1980,10,31.838617017959592
8592656,30.314,9.409,62.452,997.582,8397910000.0,7.77094,2000,10,18.97683323992023
5391636,17.261,9.352,70.386,1614.64,7753500000.0,84.0127,1990,10,-20.892805078087616
742033,31.48,10.227,57.022,768.176,551231000.0,30.957,2000,10,23.875757547171084
4889741,12.6,8.5,80.9976,87770.3,429000000000.0,13.3863,2010,5,6.147871635736944
112487,24.843,6.647,70.58,2236.29,240365000.0,275.6,1990,10,1.178802883888805
98459,40.367,9.496,63.691,203.847,18450000.0,232.074,1970,10,9.162189337693864
4241636,14.4,10.9,76.5373,28242.9,120000000000.0,11.6127,1990,10,5.883720338095961
4053602,13.7,4.5,77.9512,23852.3,96074500000.0,6011.77,2000,10,27.382757359997356
21090886,41.809,12.045,55.5,483.953,12408600000.0,,1990,10,24.692594706547652
8259137,50.941,17.732,47.713,165.763,1385060000.0,6.63568,2000,10,44.0190058598132
11834676,31.776,16.534,44.649,563.058,6689960000.0,30.7134,2000,10,8.492796929970876
9811347,45.644,11.724,58.201,330.885,3281710000.0,22.6764,1970,10,39.15896563438231
2161433,32.224,10.058,60.268,1172.44,2560790000.0,1.4059,1990,10,13.39602014034208
13653369,39.971,9.86,59.882,3911.54,53405700000.0,31.2169,1980,10,29.33350735631623
1674938,23.225,2.537,72.15,8794.63,18427800000.0,117.584,1990,10,15.520753604013999
148391139,21.107,5.734,69.881,781.154,115000000000.0,1133.71,2010,5,6.360798268419518
79001142,17.429,5.651,73.025,390.093,31172500000.0,256.897,2000,10,10.6452511787741
3367477,47.511,24.783,40.194,324.83,1100690000.0,46.9451,1980,10,28.44595523592292
1272935,33.377,11.624,58.264,4125.72,5067870000.0,4.76718,2000,10,34.42202469097008
4548434,9.8,11.2,72.8078,4873.05,21774300000.0,79.9195,2000,10,-3.951953573471661
258868,15.988,7.763,74.704,7754.08,2023320000.0,606.828,1990,10,2.2362748582289043
11882762,44.339,15.153,51.003,265.676,3081480000.0,19.9447,1990,10,36.47021626790135
2093828,11.114,9.511,74.662,4542.9,9407170000.0,82.1071,2010,5,0.6750315689731917
27284112,39.927,16.526,48.796,,,41.7252,1970,10,22.656661869735764
2572037,14.1,12.8,68.8085,,,40.3836,1980,10,4.56268708420602
94636700,25.024,5.623,69.823,2124.06,200000000000.0,315.145,2010,5,8.870411795846643
4779418,13.2,9.3,73.44,11232.3,53685000000.0,15.6917,1980,10,4.33372849999728
6578156,34.962,8.857,61.999,1371.84,8744130000.0,41.0275,1980,10,28.30378300545016
24686435,14.021,8.781,69.571,,,203.877,2010,5,2.3153606423932818
1129686,11.517,6.756,79.43,30818.5,25562300000.0,120.413,2010,5,5.098230835825176
65544383,17.654,5.077,70.176,1670.01,110000000000.0,40.2904,2000,10,14.996665694450126
103090,38.786,9.061,63.667,,,170.516,1970,10,17.987195654282665
577173,39.777,10.72,56.678,766.141,452328000.0,25.4701,1990,10,28.563359685917394
3992278,33.564,3.511,72.788,2354.13,8913100000.0,628.93,2010,5,12.332207326243312
30774621,19.554,4.961,70.64,1765.02,54790200000.0,13.0334,2000,10,16.512707012703746
1332203,14.724,7.598,69.413,6435.16,8154340000.0,247.008,2000,10,5.8619444634188635
6114034,19.654,6.848,71.21,2983.23,18447900000.0,298.45,2010,5,1.9141535686585978
72951439,46.94,19.408,45.333,874.402,64201800000.0,80.6171,1980,10,30.517311659883777
106142,14.8,6.6,77.9659,40043.2,4339000000.0,309.594,2010,5,-3.1457858340713387
81325090,8.3,10.5,79.9878,41785.6,3420000000000.0,234.607,2010,5,0.9199325816915788
1901570,15.7,9.9,71.1049,,,94.4049,1980,10,4.441277470721562
9986825,9.0,13.0,74.2073,13092.2,131000000000.0,110.461,2010,5,-1.4276709564851693
3168523,12.91,8.575,71.409,622.742,1911560000.0,107.818,2000,10,-7.0136779818230774
277450,35.107,3.247,72.869,35008.8,7829090000.0,19.262,1980,10,59.190845197332855
282398554,14.4,8.5,76.6366,36334.9,10300000000000.0,30.7973,2000,10,10.192789797358524
2449968,26.255,4.946,72.982,2603.85,6433970000.0,33.2385,1990,10,22.521232930389296
27161567,22.692,6.815,67.611,592.401,16002700000.0,188.442,2010,5,1.6521800822463593
298894,48.826,23.833,39.635,,,6.36338,1970,10,38.931192998186646
10302255,10.0,9.2,76.939,9600.19,97891100000.0,79.1062,1990,10,7.142649837341436
822534450,33.43,7.6,59.085,113.163,92603000000.0,87.1637,1970,10,19.432379519180017
