Country Name,CCA3,Year,Population,Country Name_wb,Country Code,Region,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
Monaco,MCO,2011,37497.0,Monaco,MCO,Europe & Central Asia,High income: nonOECD,,,,6080340000.0,168786.0,80.3,3.2,,18012.0,
Moldova,MDA,2011,3559986.0,Moldova,MDA,Europe & Central Asia,Lower middle income,11.049,11.642,1470.23,8414360000.0,2363.59,38.0,14.6,70.119,124.098,6.682
Madagascar,MDG,2011,21743949.0,Madagascar,MDG,Sub-Saharan Africa,Low income,34.753,7.173,,9892700000.0,454.963,1.9,44.7,63.836,37.3739,2.063
Maldives,MDV,2011,375131.0,Maldives,MDV,South Asia,Upper middle income,19.168,3.445,,2774350000.0,7291.43,34.0,11.1,76.293,1268.32,4.391
Mexico,MEX,2011,119090017.0,Mexico,MEX,Latin America & Caribbean,Upper middle income,19.766,5.369,2216.91,1180000000000.0,10203.4,37.1763,14.5,75.011,59.5157,5.17
Marshall Islands,MHL,2011,52542.0,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,29.0283,3.7,,173260299.0,3064.87,10.0,31.5,,314.061,
"Macedonia, FYR",MKD,2011,2072383.0,North Macedonia,MKD,Europe & Central Asia,Upper middle income,11.156,9.566,3882.77,10494600000.0,5063.79,56.7,8.8,74.846,82.1763,31.378
Mali,MLI,2011,15540989.0,Mali,MLI,Sub-Saharan Africa,Low income,45.769,12.09,,12978100000.0,836.51,2.2,75.1,55.701,12.7149,6.9
Malta,MLT,2011,416268.0,Malta,MLT,Middle East & North Africa,High income: nonOECD,10.0,7.8,4867.06,9500670000.0,22823.4,68.0198,6.0,80.7463,1300.84,6.378
Myanmar,MMR,2011,50553031.0,Myanmar,MMR,East Asia & Pacific,Lower middle income,19.301,8.726,154.381,59977300000.0,1176.24,0.98,46.8,63.983,78.052,0.895
Montenegro,MNE,2011,620079.0,Montenegro,MNE,Europe & Central Asia,Upper middle income,12.305,10.18,5741.2,4538200000.0,7318.74,35.6115,5.1,75.505,46.1025,19.671
Mongolia,MNG,2011,2761516.0,Mongolia,MNG,East Asia & Pacific,Upper middle income,25.318,6.468,1495.83,10409800000.0,3757.56,12.5,20.2,67.818,1.78323,4.769
Northern Mariana Islands,MNP,2011,53786.0,Northern Mariana Islands,MNP,East Asia & Pacific,High income: nonOECD,,,,733000000.0,13571.1,,,,117.417,
Mozambique,MOZ,2011,24939005.0,Mozambique,MOZ,Sub-Saharan Africa,Low income,40.254,12.387,454.367,13131200000.0,542.891,4.3,68.5,53.043,30.758,3.734
Mauritania,MRT,2011,3717672.0,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,36.288,8.191,,5166350000.0,1435.64,4.5,60.6,62.799,3.49146,10.301
Mauritius,MUS,2011,1252404.0,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,11.7,7.3,2025.7,11518400000.0,9197.03,34.95,13.1,73.2668,616.948,7.447
Malawi,MWI,2011,15627618.0,Malawi,MWI,Sub-Saharan Africa,Low income,39.383,9.903,,8004000000.0,534.951,3.33,51.8,57.161,158.699,6.373
Malaysia,MYS,2011,28635128.0,Malaysia,MYS,East Asia & Pacific,Upper middle income,17.19,4.683,4102.62,298000000000.0,10399.4,61.0,6.8,74.683,87.2042,3.05
Namibia,NAM,2011,2215621.0,Namibia,NAM,Sub-Saharan Africa,Upper middle income,30.52,10.652,1610.79,12409600000.0,5753.99,12.0,36.1,58.085,2.61961,19.64
New Caledonia,NCL,2011,254000.0,New Caledonia,NCL,East Asia & Pacific,High income: nonOECD,16.2,5.2,,,,50.0,,76.6468,13.9141,14.339
Niger,NER,2011,17064636.0,Niger,NER,Sub-Saharan Africa,Low income,49.374,10.838,47.386,6409180000.0,374.483,0.9,59.5,58.081,13.5113,0.319
Nigeria,NGA,2011,162877076.0,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,41.025,13.942,150.198,410000000000.0,2520.4,13.8,82.7,51.346,178.755,3.697
Nicaragua,NIC,2011,5807820.0,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,23.249,5.05,528.372,9774320000.0,1655.81,10.6,17.0,72.692,49.053,6.381
Netherlands,NLD,2011,16693074.0,Netherlands,NLD,Europe & Central Asia,High income: OECD,10.8,8.1,7060.05,904000000000.0,54159.3,91.42,3.7,81.2049,495.05,4.977
Norway,NOR,2011,4953088.0,Norway,NOR,Europe & Central Asia,High income: OECD,12.2,8.4,23510.4,499000000000.0,100711.0,93.49,2.5,81.2951,13.561,3.215
Nepal,NPL,2011,27327147.0,Nepal,NPL,South Asia,Low income,22.262,6.74,115.822,18913600000.0,699.429,9.0,35.6,68.028,188.639,1.523
New Zealand,NZL,2011,4384000.0,New Zealand,NZL,East Asia & Pacific,High income: OECD,14.0,6.86,9458.49,168000000000.0,38426.6,81.23,5.0,80.9049,16.6496,6.491
Oman,OMN,2011,3237268.0,Oman,OMN,Middle East & North Africa,High income: nonOECD,21.57,2.745,5854.0,67937600000.0,20896.7,48.0,9.9,75.916,10.5044,4.433
Pakistan,PAK,2011,174184265.0,Pakistan,PAK,South Asia,Lower middle income,29.86,7.454,432.583,214000000000.0,1164.98,9.0,68.7,65.562,237.833,0.796
Panama,PAN,2011,3707782.0,Panama,PAN,Latin America & Caribbean,Upper middle income,20.902,4.94,1824.64,34686200000.0,9358.25,42.7,16.5,76.989,49.8585,2.311
Peru,PER,2011,29759989.0,Peru,PER,Latin America & Caribbean,Upper middle income,20.109,5.299,1262.7,172000000000.0,5869.32,36.01,14.9,74.697,22.8627,3.442
Philippines,PHL,2011,95277940.0,Philippines,PHL,East Asia & Pacific,Lower middle income,24.602,5.674,643.465,224000000000.0,2345.33,29.0,24.7,69.984,320.522,3.592
Palau,PLW,2011,20599.0,Palau,PLW,East Asia & Pacific,Upper middle income,11.8,8.3,,193235600.0,10889.6,,20.7,,38.5761,
Papua New Guinea,PNG,2011,7269348.0,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,29.546,8.24,,17984800000.0,2406.9,2.0,44.2,62.316,16.5,2.62
Poland,POL,2011,38063255.0,Poland,POL,Europe & Central Asia,High income: OECD,10.2,9.9,3879.54,529000000000.0,13893.5,61.95,4.9,76.6951,124.296,9.632
Puerto Rico,PRI,2011,3678732.0,Puerto Rico,PRI,Latin America & Caribbean,High income: nonOECD,11.1,8.0,,100000000000.0,27278.9,48.0,,78.6407,414.739,15.7
"Korea, Dem. People’s Rep.",PRK,2011,24722298.0,North Korea,PRK,East Asia & Pacific,Low income,13.933,8.727,656.011,,,0.0,21.5,70.012,204.911,3.669
Portugal,PRT,2011,10557560.0,Portugal,PRT,Europe & Central Asia,High income: OECD,9.2,9.7,4848.28,245000000000.0,23196.2,55.25,3.0,80.4707,115.27,12.677
Paraguay,PRY,2011,6293783.0,Paraguay,PRY,Latin America & Caribbean,Upper middle income,22.189,5.407,1274.4,33715500000.0,5322.96,24.7635,21.3,72.86,15.9426,4.669
West Bank and Gaza,PSE,2011,3927051.0,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,33.291,3.508,,10465400000.0,2695.19,41.08,19.5,72.915,645.014,20.936
French Polynesia,PYF,2011,269843.0,French Polynesia,PYF,East Asia & Pacific,High income: nonOECD,16.53,5.098,,,,49.0,,75.844,73.1415,13.045
Qatar,QAT,2011,1952054.0,Qatar,QAT,Middle East & North Africa,High income: nonOECD,10.884,1.173,14153.6,168000000000.0,82409.6,69.0,7.6,79.26,175.355,0.56
Romania,ROU,2011,20147528.0,Romania,ROU,Europe & Central Asia,Upper middle income,9.7,12.5,2639.03,183000000000.0,9105.0,40.01,9.5,74.4098,87.5332,7.177
Russian Federation,RUS,2011,142960868.0,Russian Federation,RUS,Europe & Central Asia,High income: nonOECD,12.6,13.5,6485.76,2050000000000.0,14351.2,49.0,8.6,69.6839,8.72944,6.536
Rwanda,RWA,2011,10516071.0,Rwanda,RWA,Sub-Saharan Africa,Low income,34.038,6.79,,6563320000.0,637.628,7.0,39.8,64.523,417.241,1.093
Saudi Arabia,SAU,2011,28238020.0,Saudi Arabia,SAU,Middle East & North Africa,High income: nonOECD,21.613,3.441,8015.12,671000000000.0,23745.8,47.5,9.7,74.089,13.1497,5.77
Sudan,SDN,2011,35167314.0,Sudan,SDN,Sub-Saharan Africa,Lower middle income,35.027,7.946,141.645,67327300000.0,1672.1,17.46,49.7,63.171,,13.042
Senegal,SEN,2011,13300910.0,Senegal,SEN,Sub-Saharan Africa,Lower middle income,38.077,7.013,203.778,17878800000.0,1371.72,9.8,40.9,64.898,67.6975,10.36
Singapore,SGP,2011,5183688.0,Singapore,SGP,East Asia & Pacific,High income: nonOECD,9.5,4.5,8651.76,279000000000.0,53890.4,71.0,2.2,81.7439,7363.19,3.89
Solomon Islands,SLB,2011,539614.0,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,33.974,4.672,,932726000.0,1722.42,6.0,21.1,70.985,19.3469,1.898
Sierra Leone,SLE,2011,6611692.0,Sierra Leone,SLE,Sub-Saharan Africa,Low income,37.872,14.597,,2942550000.0,448.338,0.9,103.9,50.234,90.9288,3.74
El Salvador,SLV,2011,6192560.0,El Salvador,SLV,Latin America & Caribbean,Lower middle income,19.418,6.87,880.596,20283800000.0,3266.01,18.9,15.7,71.449,299.738,4.302
San Marino,SMR,2011,31504.0,San Marino,SMR,Europe & Central Asia,High income: nonOECD,10.0,6.8,,2054490000.0,64890.2,49.6,2.4,,527.683,
Somalia,SOM,2011,12404725.0,Somalia,SOM,Sub-Saharan Africa,Low income,43.688,12.601,,,,1.25,93.4,54.342,19.7282,14.618
Serbia,SRB,2011,7234099.0,Serbia,SRB,Europe & Central Asia,Upper middle income,9.1,14.2,4489.57,49258100000.0,6809.16,42.2,6.4,74.5366,82.7132,22.966
South Sudan,SSD,2011,10448857.0,South Sudan,SSD,Sub-Saharan Africa,Low income,37.776,11.669,,17826700000.0,1813.37,,66.9,55.325,,12.969
Sao Tome and Principe,STP,2011,178800.0,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,35.363,5.669,,233214000.0,1263.87,20.1612,31.9,67.885,192.213,13.723
Suriname,SUR,2011,531589.0,Suriname,SUR,Latin America & Caribbean,Upper middle income,20.243,7.019,3316.65,4422280000.0,8263.17,32.0,21.2,70.676,3.43063,7.54
Slovak Republic,SVK,2011,5398384.0,Slovak Republic,SVK,Europe & Central Asia,High income: OECD,11.3,9.6,5347.53,98181300000.0,18187.2,74.44,5.6,75.9585,112.261,13.617
Slovenia,SVN,2011,2052843.0,Slovenia,SVN,Europe & Central Asia,High income: OECD,10.7,9.1,6753.07,51290800000.0,24985.2,67.34,2.5,79.9707,101.898,8.166
Sweden,SWE,2011,9449213.0,Sweden,SWE,Europe & Central Asia,High income: OECD,11.8,9.5,14030.2,564000000000.0,59666.1,92.77,2.5,81.8024,23.0278,7.804
Swaziland,SWZ,2011,1225258.0,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,29.747,15.266,,4820500000.0,4496.6,18.13,57.3,48.141,62.3274,26.676
Sint Maarten (Dutch part),SXM,2011,33435.0,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income: nonOECD,12.9,5.1,,,,,,,983.382,
Seychelles,SYC,2011,87441.0,Seychelles,SYC,Sub-Saharan Africa,High income: nonOECD,18.6,7.9,,1065830000.0,12189.1,43.164,12.2,72.7244,190.089,
Syrian Arab Republic,SYR,2011,20863993.0,Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,27.398,4.878,1672.68,,,22.5,13.9,71.27,114.812,8.629
Turks and Caicos Islands,TCA,2011,31731.0,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income: nonOECD,,,,728789570.0,21835.1,,,,35.1337,
Chad,TCD,2011,12288651.0,Chad,TCD,Sub-Saharan Africa,Low income,46.01,14.161,,12156400000.0,983.447,1.9,83.2,51.424,9.81654,1.763
Togo,TGO,2011,6679282.0,Togo,TGO,Sub-Saharan Africa,Low income,36.673,9.826,134.78,3867390000.0,586.329,3.5,57.1,58.092,121.271,1.863
Thailand,THA,2011,67530130.0,Thailand,THA,East Asia & Pacific,Upper middle income,11.548,7.213,2283.75,371000000000.0,5492.12,23.6699,10.9,74.593,132.158,0.66
Tajikistan,TJK,2011,7815949.0,Tajikistan,TJK,Europe & Central Asia,Lower middle income,31.906,5.643,1811.24,6522730000.0,847.382,13.03,36.2,69.055,54.9979,11.572
Turkmenistan,TKM,2011,5174061.0,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,26.005,7.189,2412.02,29233300000.0,5649.95,5.0,48.8,66.928,11.0103,3.976
Timor-Leste,TLS,2011,1131523.0,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,30.041,6.401,,5672050000.0,5095.49,4.0,50.0,67.477,74.8588,3.201
Tonga,TON,2011,104577.0,Tonga,TON,East Asia & Pacific,Upper middle income,27.027,7.205,,423012000.0,4084.62,25.0,15.0,70.148,143.836,1.134
Trinidad and Tobago,TTO,2011,1334788.0,Trinidad and Tobago,TTO,Latin America & Caribbean,High income: nonOECD,15.059,7.815,6383.13,25433000000.0,19034.1,55.2,20.2,72.17,260.464,3.248
Tunisia,TUN,2011,10761467.0,Tunisia,TUN,Middle East & North Africa,Upper middle income,18.506,6.241,1323.05,45810600000.0,4264.67,39.1,15.5,75.206,69.1419,18.334
Turkey,TUR,2011,73409455.0,Turkey,TUR,Europe & Central Asia,Upper middle income,17.651,5.619,2695.05,833000000000.0,11335.5,43.0657,13.9,74.944,95.4275,8.796
Tuvalu,TUV,2011,10628.0,Tuvalu,TUV,East Asia & Pacific,Upper middle income,,,,38713300.0,3640.86,30.0,25.4,,354.433,
Tanzania,TZA,2011,47570902.0,Tanzania,TZA,Sub-Saharan Africa,Low income,39.763,8.751,87.3376,34657100000.0,781.437,3.2,46.0,59.525,51.5617,3.47
Uganda,UGA,2011,35093648.0,Uganda,UGA,Sub-Saharan Africa,Low income,44.007,9.114,,20176000000.0,602.685,13.0135,47.7,58.087,166.951,3.595
Ukraine,UKR,2011,45706100.0,Ukraine,UKR,Europe & Central Asia,Lower middle income,11.0,14.5,3662.44,163000000000.0,3569.76,28.7083,9.6,70.8093,78.8961,7.86
Uruguay,URY,2011,3385624.0,Uruguay,URY,Latin America & Caribbean,High income: nonOECD,14.291,9.349,2822.26,47962400000.0,14236.7,51.4047,8.8,76.882,19.2489,6.307
United States,USA,2011,311663358.0,United States,USA,North America,High income: OECD,12.7,8.073,13246.0,15500000000000.0,49883.1,69.7295,6.1,78.6415,34.0621,8.949
Uzbekistan,UZB,2011,29339400.0,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,21.5,4.9,1631.53,45915200000.0,1564.97,18.6,29.9,69.91,68.969,4.96
St. Vincent and the Grenadines,VCT,2011,109341.0,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,15.907,8.004,,676129000.0,6242.19,36.7,18.0,71.827,277.733,19.791
"Venezuela, RB",VEN,2011,29463291.0,"Venezuela, RB",VEN,Latin America & Caribbean,High income: nonOECD,20.474,5.676,3256.57,316000000000.0,10955.3,40.22,14.7,73.11,32.7514,6.902
Virgin Islands (U.S.),VIR,2011,108292.0,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income: nonOECD,13.8,6.6,,4239000000.0,39144.2,35.6,,78.4171,309.406,9.201
Vietnam,VNM,2011,89436644.0,Vietnam,VNM,East Asia & Pacific,Lower middle income,17.316,5.867,1102.8,136000000000.0,1525.12,35.07,18.2,74.904,286.618,0.999
Vanuatu,VUT,2011,241871.0,Vanuatu,VUT,East Asia & Pacific,Lower middle income,32.048,5.529,,792150000.0,3264.54,9.2,24.7,69.272,19.9059,5.888
Samoa,WSM,2011,187665.0,Samoa,WSM,East Asia & Pacific,Lower middle income,27.464,5.795,,739785000.0,3946.17,11.0,15.9,71.906,66.2435,5.68
"Yemen, Rep.",YEM,2011,24252206.0,"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,34.091,6.094,193.804,32726400000.0,1374.62,14.905,43.0,65.768,45.0927,13.058
South Africa,ZAF,2011,52263516.0,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,23.097,11.483,4566.29,416000000000.0,8007.38,33.97,36.6,58.895,42.8692,24.653
Zambia,ZMB,2011,14264756.0,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,40.62,9.304,631.739,23460100000.0,1672.95,11.5,51.2,57.126,18.8638,10.2
Zimbabwe,ZWE,2011,14386649.0,Zimbabwe,ZWE,Sub-Saharan Africa,Low income,36.526,12.384,636.249,14101900000.0,1093.65,8.4,50.3,52.896,33.3316,5.368
Aruba,ABW,2012,102577.0,Aruba,ABW,Latin America & Caribbean,High income: nonOECD,11.09,8.205,,2534640000.0,24713.7,74.0,,75.299,569.778,
Afghanistan,AFG,2012,30696958.0,Afghanistan,AFG,South Asia,Low income,37.69,7.645,,20001600000.0,641.872,5.45455,59.5,62.054,47.7306,1.692
Angola,AGO,2012,25096150.0,Angola,AGO,Sub-Saharan Africa,Upper middle income,44.493,10.451,219.253,128000000000.0,5100.1,6.5,67.3,57.236,20.1395,7.359
Albania,ALB,2012,2900401.0,Albania,ALB,Europe & Central Asia,Upper middle income,12.197,6.996,2118.33,12319800000.0,4247.61,54.656,10.2,77.252,105.854,13.376
Andorra,AND,2012,82431.0,Andorra,AND,Europe & Central Asia,High income: nonOECD,9.5,3.9,,3164620000.0,38392.9,86.4344,3.6,,175.377,
United Arab Emirates,ARE,2012,8900453.0,United Arab Emirates,ARE,Middle East & North Africa,High income: nonOECD,11.377,1.369,10416.0,375000000000.0,40976.5,85.0,7.0,76.711,128.719,2.409
Argentina,ARG,2012,42096739.0,Argentina,ARG,Latin America & Caribbean,High income: nonOECD,17.949,7.68,3000.6,546000000000.0,13082.7,55.8,11.8,75.598,15.2495,7.217
Armenia,ARM,2012,2881922.0,Armenia,ARM,Europe & Central Asia,Lower middle income,15.232,9.761,1892.01,10619300000.0,3681.86,37.5,14.9,73.82,101.308,17.31
American Samoa,ASM,2012,55230.0,American Samoa,ASM,East Asia & Pacific,Upper middle income,,,,644000000.0,11568.8,,,,278.335,
Antigua and Barbuda,ATG,2012,96777.0,Antigua and Barbuda,ATG,Latin America & Caribbean,High income: nonOECD,16.272,6.116,,1211410000.0,13399.2,58.0,6.7,76.087,205.475,
Australia,AUS,2012,22742475.0,Australia,AUS,East Asia & Pacific,High income: OECD,13.7,6.6,10407.7,1550000000000.0,68012.1,79.0,3.6,82.0463,2.9592,5.224
Austria,AUT,2012,8429991.0,Austria,AUT,Europe & Central Asia,High income: OECD,9.4,9.4,8548.88,409000000000.0,48567.7,80.03,3.3,80.9366,102.115,4.865
Azerbaijan,AZE,2012,9295784.0,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,18.8,5.9,2052.65,69683900000.0,7496.29,54.2,28.7,71.506,112.461,5.19
Burundi,BDI,2012,9319710.0,Burundi,BDI,Sub-Saharan Africa,Low income,42.35,9.373,,2333310000.0,252.359,1.22,53.2,58.568,360.046,1.712
Belgium,BEL,2012,11128246.0,Belgium,BEL,Europe & Central Asia,High income: OECD,11.5,9.8,7988.52,498000000000.0,44826.4,80.72,3.5,80.3854,366.808,7.542
Benin,BEN,2012,9729160.0,Benin,BEN,Sub-Saharan Africa,Low income,38.591,9.775,93.1213,8152550000.0,837.943,4.5,68.2,59.842,86.2828,2.735
Burkina Faso,BFA,2012,16571216.0,Burkina Faso,BFA,Sub-Saharan Africa,Low income,41.127,9.789,,11166100000.0,673.822,3.72503,59.8,58.374,60.5674,5.809
Bangladesh,BGD,2012,155727053.0,Bangladesh,BGD,South Asia,Lower middle income,20.245,5.625,283.462,133000000000.0,883.105,5.0,34.9,70.606,1160.08,4.048
Bulgaria,BGR,2012,7305888.0,Bulgaria,BGR,Europe & Central Asia,Upper middle income,9.5,15.0,4761.91,53903000000.0,7378.02,51.9,8.2,74.3146,67.2982,12.27
Bahrain,BHR,2012,1300217.0,Bahrain,BHR,Middle East & North Africa,High income: nonOECD,16.005,2.326,17849.2,30749300000.0,23654.4,88.0,6.8,76.342,1688.24,1.2
"Bahamas, The",BHS,2012,372039.0,"Bahamas, The",BHS,Latin America & Caribbean,High income: nonOECD,14.659,6.634,,10720500000.0,29485.6,71.7482,9.9,72.424,36.3221,14.02
Bosnia and Herzegovina,BIH,2012,3648200.0,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,9.087,9.981,3479.08,17226800000.0,4778.64,45.0645,5.7,76.401,70.4096,28.01
Belarus,BLR,2012,9464495.0,Belarus,BLR,Europe & Central Asia,Upper middle income,12.2,13.4,3697.4,65685100000.0,6940.16,46.91,3.6,71.9659,46.6438,6.038
Belize,BLZ,2012,336701.0,Belize,BLZ,Latin America & Caribbean,Upper middle income,22.717,4.58,,1563827850.0,4626.71,31.0,15.2,73.044,14.8181,14.27
Bermuda,BMU,2012,64798.0,Bermuda,BMU,North America,High income: nonOECD,10.0,6.5,,5537540000.0,85458.5,91.2993,,81.6778,1199.96,
Bolivia,BOL,2012,10239004.0,Bolivia,BOL,Latin America & Caribbean,Lower middle income,24.1,7.175,654.482,27084500000.0,2609.88,35.34,29.2,69.01,9.57969,2.048
Brazil,BRA,2012,200560983.0,Brazil,BRA,Latin America & Caribbean,Upper middle income,14.93,6.106,2501.47,2470000000000.0,12370.0,48.56,15.4,74.209,23.8435,7.193
Barbados,BRB,2012,281585.0,Barbados,BRB,Latin America & Caribbean,High income: nonOECD,11.259,8.54,,4656350000.0,16412.9,71.2,13.1,78.547,659.767,11.59
Brunei Darussalam,BRN,2012,399748.0,Brunei Darussalam,BRN,East Asia & Pacific,High income: nonOECD,17.221,3.944,9240.86,19048500000.0,47741.9,60.2731,8.4,74.962,75.7095,6.897
Bhutan,BTN,2012,752967.0,Bhutan,BTN,South Asia,Lower middle income,18.514,6.316,,1823690000.0,2599.4,15.6,31.1,69.263,18.406,2.05
Botswana,BWA,2012,2089315.0,Botswana,BWA,Sub-Saharan Africa,Upper middle income,27.524,7.713,1756.27,16067200000.0,7877.79,16.0,36.8,63.511,3.59881,17.913
Central African Republic,CAF,2012,4490416.0,Central African Republic,CAF,Sub-Saharan Africa,Low income,37.933,15.28,,2510270000.0,565.833,3.0,97.2,48.638,7.12128,6.918
Canada,CAN,2012,34750545.0,Canada,CAN,North America,High income: OECD,11.0,7.1,15336.6,1820000000000.0,52542.3,83.0,4.8,81.6488,3.81747,7.292
Switzerland,CHE,2012,7996861.0,Switzerland,CHE,Europe & Central Asia,High income: OECD,10.3,8.0,7886.09,668000000000.0,83538.2,85.2,3.9,82.6976,202.37,4.485
Channel Islands,CHI,2012,161358.0,Channel Islands,CHI,Europe & Central Asia,High income: nonOECD,10.557,7.963,,,,,,81.883,818.465,8.139
Chile,CHL,2012,17309746.0,Chile,CHL,Latin America & Caribbean,High income: OECD,14.258,5.728,3807.51,267000000000.0,15351.6,55.05,7.2,79.176,23.4023,6.659
China,CHN,2012,1350695000.0,China,CHN,East Asia & Pacific,Upper middle income,12.1,7.15,3474.99,8530000000000.0,6316.92,42.3001,11.6,75.013,143.871,4.6
Cote d'Ivoire,CIV,2012,21418603.0,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,36.991,11.787,234.787,26790600000.0,1243.34,5.0,71.0,54.271,67.7585,7.223
Cameroon,CMR,2012,21082383.0,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,38.522,10.968,247.425,29104400000.0,1354.62,7.5,62.5,56.073,45.4513,3.845
"Congo, Dem. Rep.",COD,2012,68978682.0,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,44.186,10.978,112.184,29306200000.0,424.6,1.67996,79.9,57.914,30.4452,4.485
"Congo, Rep.",COG,2012,4633363.0,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,36.198,7.937,214.625,13677900000.0,3032.67,6.1067,41.4,61.423,13.207,10.0
Colombia,COL,2012,46881475.0,Colombia,COL,Latin America & Caribbean,Upper middle income,16.186,5.307,1170.05,371000000000.0,8042.53,48.98,14.9,75.882,41.5294,9.74
Comoros,COM,2012,723868.0,Comoros,COM,Sub-Saharan Africa,Low income,34.578,7.897,,1015900000.0,1403.43,5.9753,60.7,62.595,388.969,4.199
Cabo Verde,CPV,2012,513979.0,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,21.792,5.961,,1751890000.0,3467.47,34.74,20.0,71.445,125.368,11.602
Costa Rica,CRI,2012,4654122.0,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,15.381,4.654,1942.83,46473100000.0,9913.21,47.5,8.4,79.074,91.8136,9.784
Cuba,CUB,2012,11382146.0,Cuba,CUB,Latin America & Caribbean,Upper middle income,11.168,8.015,1379.22,73141000000.0,6497.32,21.2,4.4,78.446,105.751,3.46
Curacao,CUW,2012,152088.0,Curacao,CUW,Latin America & Caribbean,High income: nonOECD,13.4,8.2,5062.86,3131100000.0,20587.4,,,77.5244,342.541,
Cayman Islands,CYM,2012,57523.0,Cayman Islands,CYM,Latin America & Caribbean,High income: nonOECD,13.6305,3.27845,,,,69.7,,,245.658,
Cyprus,CYP,2012,1135062.0,Cyprus,CYP,Europe & Central Asia,High income: nonOECD,11.353,6.758,4035.08,25041400000.0,28984.9,60.6899,2.6,79.812,122.84,11.795
Czech Republic,CZE,2012,10510785.0,Czech Republic,CZE,Europe & Central Asia,High income: OECD,10.3,10.3,6304.57,207000000000.0,19729.9,73.43,2.5,78.0756,136.097,6.978
Germany,DEU,2012,80425823.0,Germany,DEU,Europe & Central Asia,High income: OECD,8.4,10.8,7270.15,3540000000000.0,44065.2,82.35,3.4,80.539,230.751,5.379
Djibouti,DJI,2012,881185.0,Djibouti,DJI,Middle East & North Africa,Lower middle income,24.331,8.735,,1353630000.0,1559.24,8.26723,59.0,61.395,37.4519,12.289
Dominica,DMA,2012,72044.0,Dominica,DMA,Latin America & Caribbean,Upper middle income,,,,485998000.0,6848.42,49.8,22.7,,94.62,
Denmark,DNK,2012,5591572.0,Denmark,DNK,Europe & Central Asia,High income: OECD,10.4,9.4,6038.55,327000000000.0,58507.5,92.26,3.4,80.0512,133.164,7.526
Dominican Republic,DOM,2012,10154950.0,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,20.969,6.048,1499.36,60657800000.0,6107.98,42.32,27.5,72.523,205.566,6.722
Algeria,DZA,2012,37565847.0,Algeria,DZA,Middle East & North Africa,Upper middle income,25.246,4.685,1237.97,209000000000.0,5592.22,18.2,22.4,75.436,15.696,10.97
Ecuador,ECU,2012,15419666.0,Ecuador,ECU,Latin America & Caribbean,Upper middle income,21.049,5.089,1277.04,87924500000.0,5682.05,35.1351,14.4,75.495,62.3051,3.235
"Egypt, Arab Rep.",EGY,2012,87813257.0,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,28.308,6.132,1685.47,279000000000.0,3232.65,26.4,22.4,70.736,86.8173,12.597
Spain,ESP,2012,46773055.0,Spain,ESP,Europe & Central Asia,High income: OECD,9.7,8.6,5573.4,1340000000000.0,28563.9,69.81,2.9,82.4268,93.5068,24.787
Estonia,EST,2012,1322696.0,Estonia,EST,Europe & Central Asia,High income: OECD,10.6,11.7,6689.37,23043900000.0,17421.9,78.3899,3.1,76.3268,31.203,10.021
Ethiopia,ETH,2012,92444183.0,Ethiopia,ETH,Sub-Saharan Africa,Low income,34.916,7.734,57.211,43310700000.0,467.078,2.9,50.0,63.281,92.727,2.197
