Country,Year,Population,Next Population,Growth Rate,Country Code,Region,IncomeGroup,"Birth rate, crude (per 1,000 people)","Death rate, crude (per 1,000 people)",Electric power consumption (kWh per capita),GDP (USD),GDP per capita (USD),Individuals using the Internet (% of population),"Infant mortality rate (per 1,000 live births)",Life expectancy at birth (years),Population density (people per sq. km of land area),Unemployment (% of total labor force) (modeled ILO estimate)
New Caledonia,2000,221537,261426.0,0.18005570175636576,NCL,East Asia & Pacific,High income: nonOECD,21.4,5.1,,2682350000.0,12579.6,13.9395,,75.1634,11.6647,17.363
New Caledonia,2010,261426,283032.0,0.08264671455784811,NCL,East Asia & Pacific,High income: nonOECD,16.7,4.8,,,,42.0,,77.2591,13.6625,14.284
New Caledonia,2015,283032,,,NCL,East Asia & Pacific,High income: nonOECD,15.4,5.4,,,,74.0018,,77.2443,14.9015,14.327
New Zealand,1970,2824061,3147168.0,0.11441218868855878,NZL,East Asia & Pacific,High income: OECD,22.1,8.8,4271.53,6623530000.0,2356.54,,16.9,71.2732,10.6745,
New Zealand,1980,3147168,3397389.0,0.07950671842113291,NZL,East Asia & Pacific,High income: OECD,16.2,8.5,6343.6,23244500000.0,7467.17,,12.7,72.8293,11.8222,
New Zealand,1990,3397389,3855266.0,0.13477320377501664,NZL,East Asia & Pacific,High income: OECD,17.5,8.1,8972.31,45495100000.0,13663.0,0.0,9.1,75.378,12.6459,
New Zealand,2000,3855266,4346338.0,0.12737694364020538,NZL,East Asia & Pacific,High income: OECD,14.66,6.91,9384.35,52623300000.0,13641.1,47.3796,6.1,78.6366,14.6508,6.13
New Zealand,2010,4346338,4590590.0,0.05619719405163611,NZL,East Asia & Pacific,High income: OECD,14.68,6.53,9601.9,147000000000.0,33692.0,80.46,5.1,80.7024,16.5231,6.557
New Zealand,2015,4590590,,,NZL,East Asia & Pacific,High income: OECD,13.27,6.87,,177000000000.0,38559.5,88.2229,4.9,81.4568,17.4536,5.365
Nicaragua,1970,2444767,3303309.0,0.3511753880840178,NIC,Latin America & Caribbean,Lower middle income,46.134,13.409,,776586000.0,322.702,,117.8,53.519,19.9976,
Nicaragua,1980,3303309,4227820.0,0.27987421098056525,NIC,Latin America & Caribbean,Lower middle income,44.639,10.797,258.458,2189350000.0,670.444,,76.8,58.347,27.1358,
Nicaragua,1990,4227820,5123222.0,0.21178810829221678,NIC,Latin America & Caribbean,Lower middle income,35.865,7.337,306.223,1009460000.0,241.876,0.0,50.6,64.293,34.6804,
Nicaragua,2000,5123222,5855734.0,0.14297877390439065,NIC,Latin America & Caribbean,Lower middle income,27.054,5.335,344.821,5107330000.0,1007.5,0.980216,29.9,69.527,42.1248,7.468
Nicaragua,2010,5855734,6298598.0,0.07562911839916225,NIC,Latin America & Caribbean,Lower middle income,23.558,5.063,506.519,8758620000.0,1503.87,10.0,17.5,72.428,48.3968,7.83
Nicaragua,2015,6298598,,,NIC,Latin America & Caribbean,Lower middle income,21.859,5.032,,12756700000.0,2049.85,19.7043,16.1,73.649,51.7138,4.397
Niger,1970,4669708,6173177.0,0.32196210127057195,NER,Sub-Saharan Africa,Low income,56.948,28.442,,649917000.0,144.085,,132.3,35.883,3.56094,
Niger,1980,6173177,8370647.0,0.3559706776591697,NER,Sub-Saharan Africa,Low income,56.629,26.05,,2508520000.0,418.855,,129.8,38.962,4.72804,
Niger,1990,8370647,11622665.0,0.3885025852840288,NER,Sub-Saharan Africa,Low income,55.485,22.97,,2480670000.0,309.057,0.0,132.8,43.538,6.33662,
Niger,2000,11622665,16647543.0,0.4323344086747747,NER,Sub-Saharan Africa,Low income,53.541,17.234,32.7404,1798370000.0,158.705,0.0362613,97.4,49.928,8.94573,1.47
Niger,2010,16647543,20128124.0,0.20907475655716884,NER,Sub-Saharan Africa,Low income,49.802,11.353,44.2176,5718660000.0,347.343,0.83,62.1,57.333,12.9976,0.502
Niger,2015,20128124,,,NER,Sub-Saharan Africa,Low income,47.502,9.145,,7217670000.0,360.853,2.47622,52.0,60.631,15.7904,0.299
Nigeria,1970,55569264,72951439.0,0.3128019654894116,NGA,Sub-Saharan Africa,Lower middle income,46.324,22.81,,12545800000.0,224.104,,169.0,40.971,61.4668,
Nigeria,1980,72951439,95214257.0,0.3051731165988378,NGA,Sub-Saharan Africa,Lower middle income,46.94,19.408,68.0571,64201800000.0,874.402,,126.4,45.333,80.6171,
Nigeria,1990,95214257,122851984.0,0.29026878821309293,NGA,Sub-Saharan Africa,Lower middle income,44.265,18.579,87.0789,54035800000.0,567.529,0.0,125.1,45.9,104.541,
Nigeria,2000,122851984,160952853.0,0.3101363751683489,NGA,Sub-Saharan Africa,Lower middle income,43.156,17.895,74.4906,69448800000.0,567.931,0.0640808,110.9,46.267,134.264,3.954
Nigeria,2010,160952853,183995785.0,0.14316572567992938,NGA,Sub-Saharan Africa,Lower middle income,41.341,14.27,136.426,363000000000.0,2292.45,11.5,84.1,50.896,174.032,3.77
Nigeria,2015,183995785,,,NGA,Sub-Saharan Africa,Lower middle income,39.359,12.686,,495000000000.0,2730.43,36.0,78.7,53.112,198.884,5.313
North Korea,1970,14996879,17973650.0,0.19849269971438724,PRK,East Asia & Pacific,Low income,36.881,9.536,,,,,,59.656,119.678,
North Korea,1980,17973650,20799523.0,0.1572231015959474,PRK,East Asia & Pacific,Low income,20.471,6.325,1098.95,,,,,66.186,145.105,
North Korea,1990,20799523,23367059.0,0.12344206162804791,PRK,East Asia & Pacific,Low income,20.657,5.663,1237.42,,,0.0,33.4,69.896,168.533,
North Korea,2000,23367059,24686435.0,0.05646307479259585,PRK,East Asia & Pacific,Low income,17.973,9.076,712.371,,,0.0,44.5,65.268,190.425,4.254
North Korea,2010,24686435,25258015.0,0.02315360642393282,PRK,East Asia & Pacific,Low income,14.021,8.781,742.968,,,0.0,23.1,69.571,203.877,3.654
North Korea,2015,25258015,,,PRK,East Asia & Pacific,Low income,13.91,8.76,,,,,16.0,71.481,209.151,3.544
North Macedonia,1970,1656783,1907023.0,0.1510396956028641,MKD,Europe & Central Asia,Upper middle income,25.219,7.453,,,,,,66.301,67.6681,
North Macedonia,1980,1907023,2044174.0,0.07191890186956319,MKD,Europe & Central Asia,Upper middle income,21.163,7.191,,,,,,68.64,75.6664,
North Macedonia,1990,2044174,2037936.0,-0.0030515993256934096,MKD,Europe & Central Asia,Upper middle income,17.724,7.547,2667.53,4699650000.0,2354.26,0.0,32.9,71.152,78.4989,
North Macedonia,2000,2037936,2093828.0,0.027425787659671352,MKD,Europe & Central Asia,Upper middle income,12.995,8.302,2895.59,3772850000.0,1854.15,2.48557,14.1,73.267,80.0165,32.2
North Macedonia,2010,2093828,2107962.0,0.006750315689731917,MKD,Europe & Central Asia,Upper middle income,11.114,9.511,3574.08,9407170000.0,4542.9,51.9,9.0,74.662,82.1071,32.02
North Macedonia,2015,2107962,,,MKD,Europe & Central Asia,Upper middle income,11.166,9.801,,10064500000.0,4840.27,70.3802,10.8,75.406,82.4476,26.068
Norway,1970,3875546,4085776.0,0.05424525989370272,NOR,Europe & Central Asia,High income: OECD,16.7,10.0,13454.1,12814100000.0,3306.22,,13.2,74.088,10.6114,
Norway,1980,4085776,4241636.0,0.038146976241477754,NOR,Europe & Central Asia,High income: OECD,12.5,10.1,18725.7,64439400000.0,15772.2,,8.2,75.6717,11.186,
Norway,1990,4241636,4491202.0,0.05883720338095961,NOR,Europe & Central Asia,High income: OECD,14.4,10.9,23353.9,120000000000.0,28242.9,0.707299,7.0,76.5373,11.6127,
Norway,2000,4491202,4889741.0,0.08873771431345105,NOR,Europe & Central Asia,High income: OECD,13.2,9.8,24993.7,171000000000.0,38146.7,52.0,3.9,78.6341,12.2958,3.458
Norway,2010,4889741,5190356.0,0.06147871635736944,NOR,Europe & Central Asia,High income: OECD,12.6,8.5,24890.9,429000000000.0,87770.3,93.39,2.6,80.9976,13.3863,3.521
Norway,2015,5190356,,,NOR,Europe & Central Asia,High income: OECD,11.3,7.8,,387000000000.0,74521.6,96.8103,2.2,82.3049,14.2106,4.296
Oman,1970,670693,1017462.0,0.5170308919281996,OMN,Middle East & North Africa,High income: nonOECD,48.094,16.377,,256299000.0,354.078,,152.7,50.31,2.33878,
Oman,1980,1017462,1804524.0,0.7735541966186452,OMN,Middle East & North Africa,High income: nonOECD,49.744,10.053,623.713,5981760000.0,5181.81,,78.7,59.758,3.72981,
Oman,1990,1804524,2344253.0,0.29909771219446235,OMN,Middle East & North Africa,High income: nonOECD,38.282,5.483,2186.89,11685000000.0,6448.13,0.0,31.6,67.18,5.85512,
Oman,2000,2344253,2881914.0,0.22935280449678427,OMN,Middle East & North Africa,High income: nonOECD,24.139,3.518,3201.98,19507400000.0,8601.25,3.52042,14.2,72.126,7.32786,4.847
Oman,2010,2881914,4191776.0,0.45451113392002673,OMN,Middle East & North Africa,High income: nonOECD,21.676,2.794,5521.08,58642400000.0,19281.2,35.8278,10.1,75.682,9.82693,4.659
Oman,2015,4191776,,,OMN,Middle East & North Africa,High income: nonOECD,20.697,2.542,,68921500000.0,16150.9,73.53,9.7,76.887,13.7879,3.542
Pakistan,1970,59290872,80624057.0,0.3598055532055592,PAK,South Asia,Lower middle income,43.13,15.294,,10027100000.0,172.458,,142.3,52.649,75.423,
Pakistan,1980,80624057,115414069.0,0.4315090717898257,PAK,South Asia,Lower middle income,42.26,12.67,136.046,23689700000.0,303.503,,123.6,56.86,101.254,
Pakistan,1990,115414069,154369924.0,0.3375312501979286,PAK,South Asia,Lower middle income,41.222,10.828,277.432,40010400000.0,371.679,0.0,106.3,60.1,139.643,
Pakistan,2000,154369924,194454498.0,0.25966569757461305,PAK,South Asia,Lower middle income,34.703,8.862,362.405,73952400000.0,519.534,,87.8,62.82,184.651,0.741
Pakistan,2010,194454498,210969298.0,0.08492886598077047,PAK,South Asia,Lower middle income,30.082,7.568,442.18,177000000000.0,988.754,8.0,70.4,65.264,232.753,0.653
Pakistan,2015,210969298,,,PAK,South Asia,Lower middle income,29.124,7.107,,271000000000.0,1356.67,14.0,62.1,66.577,258.7,3.566
Panama,1970,1516188,1956987.0,0.29072845847612566,PAN,Latin America & Caribbean,Upper middle income,37.583,7.527,,1351006400.0,889.238,,49.8,65.532,20.437,
Panama,1980,1956987,2449968.0,0.25190816290552775,PAN,Latin America & Caribbean,Upper middle income,30.898,5.587,773.318,4614090000.0,2332.13,,34.9,70.192,26.614,
Panama,1990,2449968,3001731.0,0.22521232930389296,PAN,Latin America & Caribbean,Upper middle income,26.255,4.946,833.284,6433970000.0,2603.85,0.0,25.6,72.982,33.2385,
Panama,2000,3001731,3623617.0,0.20717579290082955,PAN,Latin America & Caribbean,Upper middle income,23.452,4.783,1266.53,12304100000.0,4060.32,6.5548,21.8,75.06,40.7631,4.206
Panama,2010,3623617,3957099.0,0.09203014557002023,PAN,Latin America & Caribbean,Upper middle income,21.102,4.925,1745.14,29440300000.0,8082.03,40.1,17.0,76.792,49.0004,3.713
Panama,2015,3957099,,,PAN,Latin America & Caribbean,Upper middle income,19.863,5.003,,54091700000.0,13630.3,51.2054,14.5,77.776,53.3829,3.002
Papua New Guinea,1970,2489059,3104788.0,0.2473742084860182,PNG,East Asia & Pacific,Lower middle income,41.227,17.912,,645537000.0,231.947,,99.5,45.916,6.14565,
Papua New Guinea,1980,3104788,3864972.0,0.24484248199877093,PNG,East Asia & Pacific,Lower middle income,39.458,13.045,,2545980000.0,712.92,,76.8,52.735,7.88589,
Papua New Guinea,1990,3864972,5508297.0,0.42518419279622205,PNG,East Asia & Pacific,Lower middle income,34.813,10.713,,3219730000.0,697.54,0.0,63.8,56.492,10.1926,
Papua New Guinea,2000,5508297,7583269.0,0.37669936824394185,PNG,East Asia & Pacific,Lower middle income,33.993,9.546,,3521340000.0,602.187,0.835249,54.4,59.265,12.9126,2.92
Papua New Guinea,2010,7583269,8682174.0,0.14491177881201367,PNG,East Asia & Pacific,Lower middle income,29.985,8.348,,14250700000.0,1949.35,1.28,45.1,62.029,16.143,2.002
Papua New Guinea,2015,8682174,,,PNG,East Asia & Pacific,Lower middle income,27.993,7.755,,21723400000.0,2679.33,7.9,40.7,63.466,17.9035,2.576
Paraguay,1970,2408787,3078912.0,0.27820018955598813,PRY,Latin America & Caribbean,Upper middle income,37.323,7.367,,594611000.0,240.27,,57.9,65.368,6.22895,
Paraguay,1980,3078912,4059195.0,0.3183861701795959,PRY,Latin America & Caribbean,Upper middle income,36.593,6.754,241.7,4448090000.0,1398.06,,49.8,67.026,8.00812,
Paraguay,1990,4059195,5123819.0,0.2622746628333943,PRY,Latin America & Caribbean,Upper middle income,33.489,6.11,504.331,5812110000.0,1376.16,0.0,36.3,68.545,10.6303,
Paraguay,2000,5123819,5768613.0,0.12584246242890312,PRY,Latin America & Caribbean,Upper middle income,26.968,5.511,884.055,8855710000.0,1663.61,0.747631,27.9,70.546,13.3984,9.704
Paraguay,2010,5768613,6177950.0,0.07095934499332855,PRY,Latin America & Caribbean,Upper middle income,22.492,5.408,1171.41,27216000000.0,4355.93,19.8,21.9,72.653,15.7262,4.569
Paraguay,2015,6177950,,,PRY,Latin America & Caribbean,Upper middle income,21.198,5.422,,36164100000.0,5406.7,49.72,18.9,73.662,16.8355,4.556
Peru,1970,13562371,17492406.0,0.28977492209879824,PER,Latin America & Caribbean,Upper middle income,42.219,13.678,,7432220000.0,552.18,,104.1,54.174,10.5155,
Peru,1980,17492406,22109099.0,0.26392555718178506,PER,Latin America & Caribbean,Upper middle income,36.1,9.807,497.447,18134000000.0,1033.42,,83.1,60.24,13.7091,
Peru,1990,22109099,26654439.0,0.20558684910678632,PER,Latin America & Caribbean,Upper middle income,30.677,7.05,540.291,26410400000.0,1196.59,0.0,56.9,66.165,17.2433,
Peru,2000,26654439,29229572.0,0.09661178762756928,PER,Latin America & Caribbean,Upper middle income,23.328,5.485,666.177,51744700000.0,1955.59,3.07643,29.6,71.111,20.6718,5.701
Peru,2010,29229572,30711863.0,0.0507120323212396,PER,Latin America & Caribbean,Upper middle income,20.621,5.299,1107.36,148000000000.0,5082.35,34.77,15.6,74.41,22.6779,3.478
Peru,2015,30711863,,,PER,Latin America & Caribbean,Upper middle income,18.544,5.348,,190000000000.0,6227.59,40.8526,12.5,75.792,23.8053,3.0
Philippines,1970,37435586,48419546.0,0.29340959161157515,PHL,East Asia & Pacific,Lower middle income,39.197,7.992,,6687200000.0,186.775,,55.2,63.155,120.042,
Philippines,1980,48419546,61558898.0,0.2713646261780315,PHL,East Asia & Pacific,Lower middle income,36.567,7.588,373.814,32450500000.0,685.221,,52.8,63.677,158.828,
Philippines,1990,61558898,77958223.0,0.26640056162148973,PHL,East Asia & Pacific,Lower middle income,33.02,6.298,361.046,44311600000.0,715.914,0.0,40.0,66.366,207.583,
Philippines,2000,77958223,94636700.0,0.21394121566880764,PHL,East Asia & Pacific,Lower middle income,29.606,5.432,499.348,81026300000.0,1038.91,1.98225,28.8,68.793,261.568,3.831
Philippines,2010,94636700,103031365.0,0.08870411795846643,PHL,East Asia & Pacific,Lower middle income,25.024,5.623,637.906,200000000000.0,2124.06,25.0,25.0,69.823,315.145,3.605
Philippines,2015,103031365,,,PHL,East Asia & Pacific,Lower middle income,22.273,5.798,,293000000000.0,2867.15,36.0,23.7,70.644,342.466,3.026
Poland,1970,32482943,35521429.0,0.09354097010237035,POL,Europe & Central Asia,High income: OECD,16.8,8.2,1806.83,,,,32.0,69.8683,106.645,
Poland,1980,35521429,38064255.0,0.07158568986624947,POL,Europe & Central Asia,High income: OECD,19.6,9.8,3076.42,,,,21.1,70.0976,116.145,
Poland,1990,38064255,38504431.0,0.011564025093884012,POL,Europe & Central Asia,High income: OECD,14.4,10.2,3272.3,65977700000.0,1731.21,0.0,15.2,70.8902,124.427,
Poland,2000,38504431,38597353.0,0.002413280694889375,POL,Europe & Central Asia,High income: OECD,9.9,9.6,3256.18,172000000000.0,4492.74,7.28543,8.1,73.7488,124.91,16.313
Poland,2010,38597353,38553146.0,-0.0011453376090324121,POL,Europe & Central Asia,High income: OECD,10.9,9.9,3797.09,479000000000.0,12599.5,62.32,5.1,76.2463,124.209,9.637
Poland,2015,38553146,,,POL,Europe & Central Asia,High income: OECD,9.7,10.4,,478000000000.0,12572.3,67.997,4.2,77.4512,124.062,7.501
Portugal,1970,8683631,9785252.0,0.126861793183059,PRT,Europe & Central Asia,High income: OECD,20.8,10.7,763.902,8109030000.0,934.174,,55.4,67.0732,94.8681,
Portugal,1980,9785252,10007346.0,0.022696809443435897,PRT,Europe & Central Asia,High income: OECD,16.2,9.7,1558.52,32899800000.0,3368.7,,22.7,71.2146,106.736,
Portugal,1990,10007346,10300626.0,0.02930647146606103,PRT,Europe & Central Asia,High income: OECD,11.7,10.3,2541.87,78721600000.0,7885.39,0.0,11.5,73.9659,109.106,
Portugal,2000,10300626,10588401.0,0.02793762243187938,PRT,Europe & Central Asia,High income: OECD,11.7,10.2,3988.96,118000000000.0,11502.4,16.4305,5.5,76.3146,112.458,3.809
Portugal,2010,10588401,10365435.0,-0.021057570449022473,PRT,Europe & Central Asia,High income: OECD,9.6,10.0,4959.09,238000000000.0,22538.7,53.3,3.1,79.0268,115.439,10.77
Portugal,2015,10365435,,,PRT,Europe & Central Asia,High income: OECD,8.3,10.5,,199000000000.0,19252.6,68.6329,3.0,81.1244,113.073,12.444
Puerto Rico,1970,2737619,3214568.0,0.17422037179023087,PRI,Latin America & Caribbean,High income: nonOECD,24.8,6.7,,5034700000.0,1852.35,,,71.5355,306.426,
Puerto Rico,1980,3214568,3543776.0,0.1024112726811192,PRI,Latin America & Caribbean,High income: nonOECD,22.8,6.4,,14436100000.0,4502.84,,,73.7002,361.443,
Puerto Rico,1990,3543776,3827108.0,0.0799520059958643,PRI,Latin America & Caribbean,High income: nonOECD,18.5,7.3,,30603900000.0,8652.51,0.0,,74.1692,398.76,
Puerto Rico,2000,3827108,3717922.0,-0.02852963647746549,PRI,Latin America & Caribbean,High income: nonOECD,15.59,7.48,,61701800000.0,16192.1,10.4746,,76.6893,429.606,10.08
Puerto Rico,2010,3717922,3497335.0,-0.05933072291457432,PRI,Latin America & Caribbean,High income: nonOECD,11.3,7.833,,98381300000.0,26435.7,45.3,,78.4191,419.563,16.1
Puerto Rico,2015,3497335,,,PRI,Latin America & Caribbean,High income: nonOECD,9.0,8.084,,103000000000.0,29764.1,63.47,,79.3535,391.563,12.0
Qatar,1970,118007,277450.0,1.3511317125255282,QAT,Middle East & North Africa,High income: nonOECD,36.16,5.208,,301791000.0,2755.73,,50.2,68.156,9.43273,
Qatar,1980,277450,441675.0,0.5919084519733285,QAT,Middle East & North Africa,High income: nonOECD,35.107,3.247,9716.86,7829090000.0,35008.8,,29.6,72.869,19.262,
Qatar,1990,441675,645937.0,0.46247127412690325,QAT,Middle East & North Africa,High income: nonOECD,22.509,2.133,9591.04,7360440000.0,15454.1,0.0,17.7,75.824,41.0231,
Qatar,2000,645937,1713504.0,1.6527416760458062,QAT,Middle East & North Africa,High income: nonOECD,19.267,1.941,14348.5,17759900000.0,29976.1,4.86368,10.7,77.467,51.0308,1.508
Qatar,2010,1713504,2414573.0,0.4091434860963266,QAT,Middle East & North Africa,High income: nonOECD,11.25,1.211,14209.2,125000000000.0,67403.2,69.0,7.8,79.108,159.89,0.45
Qatar,2015,2414573,,,QAT,Middle East & North Africa,High income: nonOECD,10.033,1.131,,162000000000.0,63039.0,92.8848,6.7,79.758,220.991,0.16
Romania,1970,19922618,22125224.0,0.11055806019068377,ROU,Europe & Central Asia,Upper middle income,21.1,9.5,,,,,47.1,68.0564,87.9152,
Romania,1980,22125224,22836234.0,0.032135719846271386,ROU,Europe & Central Asia,Upper middle income,17.9,10.4,2872.09,,,,28.6,69.091,96.5644,
Romania,1990,22836234,21919876.0,-0.040127369512854005,ROU,Europe & Central Asia,Upper middle income,13.6,10.6,2924.6,38995500000.0,1680.71,0.0,24.4,69.7412,101.163,
Romania,2000,21919876,20335211.0,-0.07229352027356359,ROU,Europe & Central Asia,Upper middle income,10.4,11.4,1987.66,37253300000.0,1659.91,3.61372,18.3,71.1634,97.7013,6.967
Romania,2010,20335211,19906079.0,-0.021102903726939445,ROU,Europe & Central Asia,Upper middle income,10.5,12.8,2550.86,166000000000.0,8209.92,39.93,9.7,73.4585,88.0107,6.959
Romania,2015,19906079,,,ROU,Europe & Central Asia,Upper middle income,10.2,13.2,,178000000000.0,8977.5,55.7632,7.8,75.0122,86.1243,6.812
Rwanda,1970,3896367,5247532.0,0.3467755989104722,RWA,Sub-Saharan Africa,Low income,49.736,20.162,,219900006.0,58.5252,,130.9,44.696,152.305,
Rwanda,1980,5247532,7319962.0,0.3949342281285755,RWA,Sub-Saharan Africa,Low income,53.717,17.625,,1254770000.0,243.487,,129.3,48.527,208.89,
Rwanda,1990,7319962,8109989.0,0.10792774607299874,RWA,Sub-Saharan Africa,Low income,47.283,34.184,,2550190000.0,349.873,0.0,93.7,33.413,295.455,
Rwanda,2000,8109989,10309031.0,0.2711522789981589,RWA,Sub-Saharan Africa,Low income,39.657,14.0,,1813940000.0,228.638,0.0628315,108.3,48.649,321.592,0.776
Rwanda,2010,10309031,11642959.0,0.12939412055313443,RWA,Sub-Saharan Africa,Low income,34.576,7.31,,5783150000.0,576.049,8.0,43.9,63.433,406.945,1.06
Rwanda,2015,11642959,,,RWA,Sub-Saharan Africa,Low income,32.604,5.597,,8277610000.0,728.082,18.0,30.8,67.45,460.846,1.099
Samoa,1970,142771,164905.0,0.15503148398484287,WSM,East Asia & Pacific,Lower middle income,41.225,8.714,,,,,,59.919,50.5827,
Samoa,1980,164905,168186.0,0.019896303932567236,WSM,East Asia & Pacific,Lower middle income,36.992,7.195,,,,,,63.567,54.9558,
Samoa,1990,168186,184008.0,0.09407441760907567,WSM,East Asia & Pacific,Lower middle income,33.127,6.6,,125766000.0,772.506,0.0,25.1,66.281,57.5276,
Samoa,2000,184008,194672.0,0.057954001999913046,WSM,East Asia & Pacific,Lower middle income,30.616,6.316,,269020000.0,1542.07,0.566393,18.0,68.748,61.6445,4.716
Samoa,2010,194672,203571.0,0.045712788690720804,WSM,East Asia & Pacific,Lower middle income,28.001,5.848,,643047000.0,3458.19,7.0,16.0,71.663,65.7064,5.524
Samoa,2015,203571,,,WSM,East Asia & Pacific,Lower middle income,25.427,5.461,,804101000.0,4155.28,25.407,14.8,72.73,68.3792,8.616
Sao Tome and Principe,1970,77583,97210.0,0.2529806787569442,STP,Sub-Saharan Africa,Lower middle income,41.514,12.743,,,,,56.8,55.358,77.6708,
Sao Tome and Principe,1980,97210,120343.0,0.23796934471762166,STP,Sub-Saharan Africa,Lower middle income,41.299,10.447,,,,,59.4,59.928,99.7854,
Sao Tome and Principe,1990,120343,143714.0,0.19420323575114465,STP,Sub-Saharan Africa,Lower middle income,40.053,11.061,,,,0.0,69.1,58.247,124.176,
Sao Tome and Principe,2000,143714,182138.0,0.267364348636876,STP,Sub-Saharan Africa,Lower middle income,39.589,9.054,,,,4.63852,55.8,61.365,148.19,14.4
Sao Tome and Principe,2010,182138,201124.0,0.1042396424688972,STP,Sub-Saharan Africa,Lower middle income,36.003,5.848,,197454000.0,1094.71,18.75,33.4,67.43,187.886,13.74
Sao Tome and Principe,2015,201124,,,STP,Sub-Saharan Africa,Lower middle income,32.95,5.111,,318266000.0,1595.86,25.82,27.0,69.377,207.742,13.605
Saudi Arabia,1970,6106191,10171710.0,0.6658027893329901,SAU,Middle East & North Africa,High income: nonOECD,46.772,15.057,,5377330000.0,921.346,,,52.703,2.71499,
Saudi Arabia,1980,10171710,16004763.0,0.5734584450402145,SAU,Middle East & North Africa,High income: nonOECD,44.116,8.493,1971.11,165000000000.0,16978.0,,68.3,62.863,4.50831,
Saudi Arabia,1990,16004763,21547390.0,0.34631109501590246,SAU,Middle East & North Africa,High income: nonOECD,35.799,4.913,4017.73,118000000000.0,7246.02,0.0,35.8,69.078,7.55169,
Saudi Arabia,2000,21547390,29411929.0,0.36498801014879295,SAU,Middle East & North Africa,High income: nonOECD,26.375,3.691,5664.97,190000000000.0,9171.33,2.21069,18.9,72.561,9.61248,4.57
Saudi Arabia,2010,29411929,32749848.0,0.11348861205261307,SAU,Middle East & North Africa,High income: nonOECD,22.123,3.464,7974.74,528000000000.0,19262.5,41.0,10.4,73.917,12.756,5.55
Saudi Arabia,2015,32749848,,,SAU,Middle East & North Africa,High income: nonOECD,19.41,3.412,,654000000000.0,20627.9,69.6162,7.3,74.651,14.7545,5.59
Senegal,1970,4367744,5703869.0,0.3059073517129209,SEN,Sub-Saharan Africa,Lower middle income,49.912,24.687,,1297410000.0,304.734,,125.5,39.227,22.1135,
Senegal,1980,5703869,7536001.0,0.32120863925872073,SEN,Sub-Saharan Africa,Lower middle income,48.345,16.9,102.988,4435050000.0,794.361,,94.9,48.944,28.9989,
Senegal,1990,7536001,9704287.0,0.2877236879347548,SEN,Sub-Saharan Africa,Lower middle income,42.678,11.335,103.636,7237100000.0,961.574,0.0,71.2,57.202,39.0916,
Senegal,2000,9704287,12530121.0,0.29119439686810583,SEN,Sub-Saharan Africa,Lower middle income,39.246,10.752,102.575,5924240000.0,604.654,0.403967,68.4,57.787,50.8894,5.603
Senegal,2010,12530121,14356181.0,0.14573362858985958,SEN,Sub-Saharan Africa,Lower middle income,38.306,7.305,202.869,16215100000.0,1278.98,8.0,42.6,64.284,65.8502,10.541
Senegal,2015,14356181,,,SEN,Sub-Saharan Africa,Lower middle income,36.318,6.141,,17767700000.0,1218.76,27.0,35.1,66.747,75.7205,6.757
Serbia,1970,7193533,7777010.0,0.08111132596458513,SRB,Europe & Central Asia,Upper middle income,,,,,,,,,,
Serbia,1980,7777010,7987529.0,0.027069400707984175,SRB,Europe & Central Asia,Upper middle income,,,,,,,,,,
Serbia,1990,7987529,7935022.0,-0.0065736224557056385,SRB,Europe & Central Asia,Upper middle income,,,4628.66,,,,24.0,,86.7368,
Serbia,2000,7935022,7653748.0,-0.035447160701003726,SRB,Europe & Central Asia,Upper middle income,9.8,13.8,4198.72,6540250000.0,870.136,,11.0,71.5829,85.9404,12.6
Serbia,2010,7653748,7519496.0,-0.01754068725544661,SRB,Europe & Central Asia,Upper middle income,9.4,14.2,4358.81,41819500000.0,5735.42,40.9,6.6,74.3366,83.3688,19.218
Serbia,2015,7519496,,,SRB,Europe & Central Asia,Upper middle income,9.3,14.6,,39628500000.0,5585.12,65.317,5.5,75.2878,81.1272,17.921
Seychelles,1970,54379,65290.0,0.20064730870372754,SYC,Sub-Saharan Africa,High income: nonOECD,,,,18432000.0,343.881,,56.3,,116.522,
Seychelles,1980,65290,71057.0,0.08832899372032471,SYC,Sub-Saharan Africa,High income: nonOECD,28.9,7.0,,147357000.0,2329.35,,25.4,69.5976,137.524,
Seychelles,1990,71057,80060.0,0.1267010991176098,SYC,Sub-Saharan Africa,High income: nonOECD,23.1,7.7,,368585000.0,5302.84,0.0,14.3,68.1073,151.102,
Seychelles,2000,80060,92409.0,0.15424681488883338,SYC,Sub-Saharan Africa,High income: nonOECD,18.6,6.8,,614880000.0,7578.85,7.39563,11.8,72.778,176.372,
Seychelles,2010,92409,99240.0,0.07392137129500373,SYC,Sub-Saharan Africa,High income: nonOECD,16.8,7.4,,969937000.0,10804.7,41.0,12.1,73.1976,195.152,
Seychelles,2015,99240,,,SYC,Sub-Saharan Africa,High income: nonOECD,17.0,7.5,,1377500000.0,14745.3,54.2596,12.7,74.2951,203.085,
Sierra Leone,1970,2778557,3367477.0,0.21195174329697034,SLE,Sub-Saharan Africa,Low income,47.711,28.547,,434410000.0,158.261,,190.5,36.098,38.0284,
Sierra Leone,1980,3367477,4325388.0,0.2844595523592292,SLE,Sub-Saharan Africa,Low income,47.511,24.783,,1100690000.0,324.83,,166.7,40.194,46.9451,
